clip_id	sec	frames	sample_tokens	text
LJ033-0080	5.650	71	601	Mrs. Randle stated that on the morning of November twenty-two, while her brother was eating breakfast,
LJ033-0082	3.537	45	385	He carried a, quote, heavy brown bag, end quote.
LJ033-0084	4.616	58	492	It was more bulky toward the bottom, end quote, than toward the top.
LJ033-0086	7.112	89	744	Mrs. Randle estimated that the package was approximately twenty-eight inches long and about eight inches wide.
LJ033-0088	4.756	60	508	Frazier met Oswald at the kitchen door and together they walked to the car.
LJ033-0090	7.345	92	774	He asked, quote, What's the package, Lee? End quote. Oswald replied, quote, curtain rods, end quote.
LJ033-0092	9.481	119	1003	the main reason he was going over there that Thursday afternoon when he was to bring back some curtain rods, so I didn't think any more about it when he told me that, end quote,
LJ033-0094	8.227	103	866	As they sat in the car, Frazier asked Oswald where his lunch was, and Oswald replied that he was going to buy his lunch that day.
LJ033-0096	9.272	116	974	quote, when he rode with me, I say he always brought lunch except that one day on November twenty-two he didn't bring his lunch that day, end quote,
LJ033-0098	6.834	86	725	Oswald left the car first, picked up the brown paper bag, and proceeded toward the building ahead of Frazier.
LJ033-0100	6.787	85	718	Frazier recalled that one end of the package was under Oswald's armpit and the lower part was held with his right hand
LJ033-0102	5.940	75	634	When Oswald entered the rear door of the Depository Building, he was about fifty feet ahead of Frazier.
LJ033-0104	3.432	43	369	When Frazier entered the building, he did not see Oswald.
LJ033-0106	7.356	92	776	believed that he saw Oswald coming to work, but he does not remember that Oswald had anything in his hands as he entered the door.
LJ033-0108	6.207	78	657	In deciding whether Oswald carried the assassination weapon in the bag which Frazier and Mrs. Randle saw,
LJ033-0110	2.387	30	260	Frazier and Mrs. Randle testified
LJ033-0112	2.492	32	276	measured thirty-four point eight inches.
LJ033-0114	8.366	105	879	When Frazier appeared before the Commission and was asked to demonstrate how Oswald carried the package, he said, quote, Like I said,
LJ033-0116	8.181	103	864	Frazier placed the upper part of the package under his armpit and attempted to cup his right hand beneath the bottom of the bag.
LJ033-0118	7.159	90	757	Similarly, when the butt of the rifle was placed in Frazier's hand, it extended above his shoulder to ear level.
LJ033-0120	6.068	76	642	which he believed was where the bag reached when it was laid on the seat with one edge against the door.
LJ033-0122	3.374	43	368	Mrs. Randle said, when shown the paper bag,
LJ033-0124	4.059	51	436	And she folded the bag to length of about twenty-eight and a half inches.
LJ033-0126	2.329	30	260	that the width was approximately the same.
LJ033-0128	9.028	113	944	that the bag Oswald carried contained the assassination weapon and has concluded that Frazier and Randle are mistaken as to the length of the bag.
LJ033-0130	8.587	108	908	and her first remembrance is that it was held in Oswald's right hand, quote, and it almost touched the ground as he carried it, end quote.
LJ033-0134	9.492	119	998	Frazier could easily have been mistaken when he stated that Oswald held the bottom of the bag cupped in his hand with the upper end tucked into his armpit.
LJ033-0136	9.272	116	968	A handmade bag of wrapping paper and tape was found in the southeast corner of the sixth floor alongside the window from which the shots were fired.
LJ033-0138	4.407	56	474	It was the appropriate size to contain, in disassembled form,
LJ033-0140	8.610	108	905	Three cartons had been placed at the window apparently to act as a gun rest and a fourth carton was placed behind those at the window.
LJ033-0142	3.955	50	425	because the cartons stacked around the southeast corner would shield him.
LJ033-0144	9.655	121	1011	At the time the bag was found, Lieutenant Day of the Dallas police wrote on it, quote, Found next to the sixth floor window gun fired from.
LJ033-0146	4.129	52	439	Scientific Evidence Linking Rifle and Oswald to Paper Bag
LJ033-0148	4.163	53	446	Using a standard chemical method involving silver nitrates
LJ033-0150	5.464	69	582	Sebastian F. Latona, supervisor of the FBI's Latent Fingerprint Section,
LJ033-0152	8.320	104	875	The portion of the palm which was identified was the heel of the right palm, i.e., the area near the wrist, on the little finger side.
LJ033-0154	5.661	71	597	and by Arthur Mandella, a fingerprint expert with the New York City Police Department.
LJ033-0156	6.056	76	645	Oswald's palmprint on the bottom of the paper bag indicated, of course, that he had handled the bag.
LJ033-0158	3.246	41	353	The palmprint was found on the closed end of the bag.
LJ033-0160	2.306	29	250	Materials used to make bag.
LJ033-0162	5.835	73	614	from the shipping room of the Depository and forwarded it to the FBI Laboratory in Washington.
LJ033-0164	1.563	20	177	He testified, quote,
LJ033-0166	6.973	88	734	Among other tests, the paper and tape were submitted to fiber analysis and spectrographic examination.
LJ033-0168	7.867	99	821	When asked to explain the similarity of characteristics, Cadigan stated, quote, well briefly
LJ033-0170	7.287	92	775	the width of the tape, the knurled markings on the surface of the fiber, the texture of the fiber, the letting pattern
LJ033-0172	6.869	86	719	had the same observable characteristics both under the microscope and all the visual tests that I could conduct.
LJ033-0174	4.674	59	498	microscopic and UV (ultra violet) characteristics, end quote.
LJ033-0176	5.905	74	623	taken from the Texas School Book Depository shipping room on November twenty-two, nineteen sixty-three.
LJ033-0178	2.585	33	284	This was done as an investigatory aid
LJ033-0180	7.577	95	795	Cadigan found that the paper used to make this replica sack had different characteristics from the paper in the original bag.
LJ033-0182	5.708	72	604	Since the Depository normally used approximately one roll of paper every three working days,
LJ033-0184	6.091	77	645	had different characteristics from both the actual bag and the sample taken on November twenty-two.
LJ033-0186	5.882	74	621	one cannot estimate when, prior to November twenty-two, Oswald made the paper bag.
LJ033-0188	5.104	64	542	and the paper and tape found in the shipping room of the Depository on November twenty-two
LJ033-0190	8.947	112	933	The Depository shipping department was on the first floor to which Oswald had access in the normal performance of his duties filling orders.
LJ033-0192	5.104	64	540	When Paul M. Stombaugh of the FBI Laboratory examined the paper bag,
LJ033-0194	6.683	84	707	The blanket in which the rifle was stored was composed of brown and green cotton, viscose and woolen fibers.
LJ033-0196	6.335	80	671	The green cotton fibers found in the paper bag matched some of the green cotton fibers in the blanket
LJ033-0198	9.051	114	955	Despite these matches, however, Stombaugh was unable to render on opinion that the fibers which he found in the bag had probably come from the blanket,
LJ033-0200	1.470	19	169	He concluded, quote,
LJ033-0202	9.562	120	1002	because this blanket is composed of brown and green woolen fibers, brown and green delustered viscose fibers, and brown and green cotton fibers.
LJ033-0204	8.517	107	899	So if I found all of these then I would have been able to say these fibers probably had come from this blanket. But since I found so few,
LJ033-0206	6.404	81	683	Stombaugh confirmed that the rifle could have picked up fibers from the blanket and transferred them to the paper bag.
LJ033-0208	9.318	117	975	the Commission considered Stombaugh's testimony of probative value in deciding whether Oswald carried the rifle into the building in the paper bag.
LJ033-0210	5.394	68	575	told the curtain rod story to Frazier to explain both the return to Irving on a Thursday
LJ033-0212	8.540	107	897	(two) took paper and tape from the wrapping bench of the Depository and fashioned a bag large enough to carry the disassembled rifle;
LJ033-0214	5.359	67	565	(four) carried the rifle into the Depository Building, concealed in the bag;
LJ034-0002	8.982	113	943	The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter four. The Assassin: Part three.
LJ034-0004	9.016	113	942	Lee Harvey Oswald was hired on October fifteen, nineteen sixty-three, by the Texas School Book Depository as an "order filler."
LJ034-0006	6.242	79	665	He had ready access to the sixth floor, from the southeast corner window of which the shots were fired.
LJ034-0008	5.731	72	606	in deciding whether Lee Harvey Oswald was present at this window at the time of the assassination.
LJ034-0010	4.709	59	500	Below the southeast corner window on the sixth floor was a large carton of books
LJ034-0012	8.819	111	925	Atop this carton was a small carton marked "Rolling Readers," measuring approximately thirteen by nine by eight inches.
LJ034-0014	4.535	57	485	These two small cartons had been moved from a stack about three aisles away.
LJ034-0016	5.324	67	564	Behind these boxes was another carton placed on the floor on which a man sitting
LJ034-0018	5.336	67	562	Next to these cartons was the handmade paper bag, previously discussed,
LJ034-0020	3.200	40	343	The cartons were forwarded to the FBI in Washington.
LJ034-0022	6.892	87	725	testified that twenty identifiable fingerprints and eight palmprints were developed on these cartons.
LJ034-0024	7.170	90	757	The other "Rolling Readers" carton, however, contained a palmprint and a fingerprint which were identified by Latona
LJ034-0030	4.651	59	501	They could be easily adjusted and were still solid enough to serve as a gun rest.
LJ034-0032	8.134	102	859	had been one of these moved by the floor layers from the west wall to near the east side of the building in preparation for the laying of the floor.
